Institution,Caste-Category - Total - Male,Caste-Category - Total - Female,Caste-Category - SC - Male,Caste-Category - SC - Female,Caste-Category - ST - Male,Caste-Category - ST - Female,Caste-Category - OBC - Male,Caste-Category - OBC - Female,Out of Total - PWD - Male,Out of Total - PWD - Female,Out of Total - Muslim - Male,Out of Total - Muslim - Female,Out of Total - Other Minority Communities - Male,Out of Total - Other Minority Communities - Female
"H.M. Arts and Science College, Randarkara, Muvattupuzha, Ernakulam (Id: C-11614)",7,12,0,0,0,0,5,8,0,0,5,8,2,4
H. M. Bhura B. Ed. College (Id: C-6006),7,1,1,0,3,0,1,0,0,0,0,0,0,0
"HM COLLEGE OF SCIENCE & TECHNOLOGY, MANJERI (Id: C-8137)",26,29,0,0,0,0,0,0,0,0,16,5,0,0
"H M F A MEMORIAL INSTITUTE OF ENGINEERING AND TECHNOLOGY, ALLAHABAD (Id: C-46675)",68,0,0,0,0,0,0,0,0,0,0,0,0,0
"H.M.H. DEGREE COLLEGE, KATRA LAHARPUR, (Id: C-12546)",7,1,1,0,0,0,2,1,0,0,0,0,0,0
H.M.K.S. & M.G.S. Memorial College of Education (Id: C-32809),13,7,3,4,0,0,8,3,0,0,0,0,0,0
"HM Patel Institute of English Training & Research, Vallabh Vidyanagar (Id: C-1175)",8,0,0,0,1,0,1,0,0,0,0,0,0,0
HMR Institute of Technology & Management (Id: C-32846),66,32,0,0,0,0,0,0,0,0,0,0,0,0
"H M S Institute of Technology, TUMKUR (Id: C-1241)",115,59,6,4,6,0,56,39,0,0,21,22,15,8
HMS Unani Medical College & Hospital (Id: C-40256),24,12,0,0,0,0,0,0,0,0,21,12,0,0
"H.M.T. First Grade College, Nayakanahatti. (Id: C-17759)",9,2,0,0,2,0,6,2,0,0,0,0,0,0
"H. M. Training College, Randarkara P.O. Muvattupuzha 686 673 (Id: C-11681)",4,14,0,3,0,0,4,5,0,0,0,0,2,1
H.M.V.ARTS & COMMERCE COLLEGE-UNA (Id: C-1037),9,3,0,0,0,0,2,0,0,0,0,0,0,0
H.N. COLLEGE OF EDUCATION (Id: C-28018),3,2,0,0,0,0,1,1,0,0,0,0,0,0
H N S B COLLEGE OF MANAGEMENTSTUDIES BBA (Id: C-6699),9,1,0,0,0,0,2,0,0,0,1,0,0,0
"H.N.S.B. Janta College, Dhansoi (Id: C-35762)",30,0,2,0,0,0,24,0,0,0,2,0,NA,NA
Hojai College (Id: C-17328),59,14,5,1,3,2,15,3,1,1,6,2,0,1
Holdsworth Memorial College Of Nursing (Id: C-40307),1,52,0,0,0,0,1,52,0,0,0,0,0,0
Holy Angels College of Education for Women (Id: C-14985),9,4,1,1,0,0,8,2,0,0,0,0,0,0
Holy Angels School of Business (New) (Id: C-24994),4,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA
"HOLY CRESCENT COLLEGE OF ARCHITECTURE, SOUTH VAZHAKKULAM, ALUVA (Id: C-48170)",4,3,0,0,0,0,0,1,0,0,0,1,0,0
"Holy Crescent College of Education, Malipuram Nagar, South Vazhakulam P.O, Aluva-683 1 05 (Id: C-11551)",0,8,0,0,0,0,0,0,0,0,0,0,0,0
Holy Cross College (Id: C-9589),5,9,0,1,0,0,0,0,0,0,0,0,0,0
"Holy Cross College, Nagercoil - 629 004. (Id: C-41177)",0,122,0,0,0,0,0,112,0,0,0,1,0,110
"Holy Cross College of Arts &Science for Women,Molakarampatti-632 521 (Id: C-36390)",1,16,0,4,0,0,0,12,0,0,0,0,0,0
Holy Cross College of Education (Id: C-14579),1,8,NA,NA,NA,NA,1,8,0,0,0,0,0,0
"Holy Cross College of Management and Technology, Puttady, Idukki 685 551 (Id: C-11814)",9,21,0,0,0,0,0,0,0,0,0,0,0,0
"Holy Cross College of Nurshing, Ambikapur (Id: C-9756)",4,39,0,0,0,14,0,0,0,0,0,0,0,30
"HOLYCROSS COLLEGE OF NURSING, HOLYCROSS HOSPITAL, AMBIKAPUR (Id: C-32955)",4,39,0,0,0,13,0,0,0,0,0,0,0,30
"Holy Cross College, Tiruchirappalli - 620 002. (Id: C-35787)",3,161,0,0,0,0,2,149,0,1,0,1,0,0
Holy Cross Degree College for Women (Id: C-25780),1,37,0,3,0,0,1,7,0,0,0,1,0,9
Holycross Engineering Colleges (Id: C-27054),30,20,1,0,0,0,29,20,0,0,0,0,0,0
"Holy Cross Home Science College, 52, New Colony, Tuticorin - 628 003. (Id: C-41174)",0,22,0,0,0,0,0,10,0,0,0,1,0,17
"HOLY CROSS INSTITUTE, KOZHIKKODE (Id: C-8082)",12,19,0,0,0,0,4,7,0,0,0,1,8,9
"Holy Cross Women's College, Ambikapu (Id: C-9698)",10,54,0,0,1,10,0,0,0,0,3,2,1,10
"Holy Faith College of Education, Sathupally (Id: C-27467)",8,0,4,0,0,0,0,0,0,0,4,0,0,0
Holy faith P.G College (Id: C-25721),5,9,0,1,0,1,2,2,0,0,0,0,0,0
"HOLY FAMILY COLLEGE OF EDUCATION FOR WOMEN, KODUVAYUR (Id: C-8178)",0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Holy Family College of Nursing, Muthalakodam P.O., Thodupuzha,ldukki -685 605 (Id: C-11601)",1,30,0,0,0,0,0,0,0,0,0,0,1,28
"HOLY GRACE ACADEMY OF ENGINEERING FOR WOMEN, MALA (Id: C-8056)",8,9,1,1,0,0,1,1,0,0,0,0,0,0
"HOLY GRACE ACADEMY OF MANAGEMENT STUDIES, MALA (Id: C-43310)",15,1,0,0,0,0,0,0,0,0,0,0,0,0
"HOLY KINGS COLLEGE OF ENGINEERING & TECHNOLOGY, MUVATTUPUZHA (Id: C-48171)",10,10,0,1,0,0,1,2,0,0,1,0,0,0
Holy Mary Institute of Technology (Id: C-19894),65,28,6,3,2,0,22,8,0,0,0,0,0,0
Holy mary Institute of Technology & Management (Id: C-25757),26,6,0,0,0,0,5,2,0,0,1,0,0,0
Holy Mary Institute of Technology & Science (Id: C-19909),114,57,22,13,6,0,39,19,0,0,0,1,2,1
Holy Mary Institute of Technology & Science College of Pharmacy (Id: C-36347),18,19,1,2,1,1,3,7,0,0,0,0,0,0
"HOLY MARY INSTITUTE OF TECHNOLOGY & SCIENCE (MCA), BOGARAM (Id: C-44965)",18,11,2,1,1,0,4,2,1,0,1,1,0,2
Holy Mary Tec.College of Education (Id: C-25575),8,0,0,0,1,0,7,0,0,0,0,0,0,0
Holy Mother P.G College (Id: C-26141),20,6,0,0,0,0,0,0,0,0,0,1,0,0
Holy Trinity College of Education (Id: C-14480),4,10,0,0,0,0,3,9,0,0,0,0,0,0
Holy Trinity College of Education (Id: C-25793),7,1,2,0,0,0,1,0,0,0,0,0,0,0
"Homeopathic Medical College and Hospital Research Center, Sagar (Id: C-19273)",21,5,0,0,0,0,10,2,0,0,0,0,0,0
"Homeopathic Medical College, Pune (Id: C-35418)",27,24,2,3,0,0,0,1,0,0,1,1,0,1
Home Science College and Research Institute (Id: C-44921),8,18,3,3,0,0,5,12,0,1,0,0,0,4
"Homoeopathic Medical College & Hospital, Sector-26 (Id: C-29378)",5,9,0,0,0,0,0,0,0,0,0,0,0,0
"HONEYWELL TECHNOLOGIES SOLUTIONS LAB PVT LTD, BANGALORE (Id: C-47266)",13,3,0,0,0,0,0,0,0,0,0,0,0,0
"Hon.Shri Annasaheb Dange College of Education (B.Ed..), Ashta (Id: C-11093)",3,0,0,0,0,0,0,0,0,0,0,0,0,0
"HON SHRI BABANRAO PACHPUTE VICHARDHARA TRUSTS GROUP OF INSTITUTIONS COLLEGE OF MANAGEMENT, AHMEDNAGAR (Id: C-45884)",8,1,1,0,1,0,1,0,0,0,0,0,0,0
"Hooblal Adarsha Sanskrit Mahavidyalaya, Bharwari (Id: C-20034)",4,0,0,0,0,0,0,0,0,0,0,0,0,0
Hooghly Engineering & Technology College 176- ENGG (Id: C-6308),64,16,0,0,0,0,0,0,0,0,0,0,0,0
Hooghly Mohsin College (Id: C-44699),107,37,4,5,1,0,0,0,0,0,8,1,0,0
Hooghly Women's College (Id: C-44701),19,47,6,1,0,0,1,3,0,0,0,2,0,0
Hope Institute of Bengal (B.Ed. Section) (Id: C-12003),4,3,0,0,0,0,0,0,0,0,0,0,0,0
"Hope Inst. of Tech. Teachers Tranning, Tikamgarh (Id: C-19189)",2,3,0,0,0,0,0,0,0,0,0,0,0,0
Horizon Institute of Technology (Id: C-25601),23,5,3,0,0,0,14,3,0,0,0,0,1,0
"Horticultural College and Research Institute, Coimbatore (Id: C-44923)",54,14,0,1,0,0,2,0,0,0,0,0,0,0
Horticultural College and Research Institute for Women (Id: C-44928),7,4,1,1,0,0,6,3,0,0,NA,NA,NA,NA
"Horticultural College and Research Institute, Theni (Id: C-44922)",21,23,4,7,0,0,13,15,0,1,0,0,0,1
"HOSKOTE MISSION INSTITUTE OF NURSING, BANGALORE (Id: C-46312)",6,24,0,0,0,0,0,0,0,0,0,0,0,0
Hosmat College of Nursing (Id: C-40495),4,24,0,0,0,0,0,0,0,0,0,0,0,0
Hosmat College of Physiotherapy (Id: C-40102),5,13,0,0,0,0,0,0,0,0,0,0,0,0
Hosmat Education Inst. of OTT (Id: C-40076),6,4,0,0,0,0,0,0,0,0,0,0,0,0
Hosmat Institute of Medical Sciences (Id: C-40268),5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Hotilal Ramnath College, Amnour (Id: C-6461)",6,0,0,0,0,0,4,0,0,0,0,0,0,0
"Hoysala College of Management, Shimoga. (Id: C-17844)",7,4,0,0,0,0,0,0,0,0,3,0,1,0
"Hoysaleshwara First Grade College, Arsikere (Id: C-17465)",5,2,0,0,0,0,0,0,0,0,0,0,0,0
H.P.B.Girls College. Golaghat (Id: C-8507),16,16,0,4,3,1,9,4,0,0,0,1,0,0
"H.P. College of Education, Mauja Majeth, P.O. Totu, Shimla-11 (Id: C-11471)",1,6,0,0,0,0,0,0,0,0,0,0,0,0
"H.P. Institutes of management Studies, Totu, Distt Shimla (Id: C-11532)",8,3,1,1,0,0,0,0,0,0,0,0,0,0
"HPPC Government First Grade College, Challakere. (Id: C-17750)",82,28,10,2,22,8,38,14,0,1,6,3,0,0
"H.P.P.S. Arts & commerce First grade college,Harapanahalli. (Id: C-17748)",2,0,0,0,0,0,1,0,0,0,0,0,0,0
"H.P.S College, Madhepur (Id: C-8732)",15,0,0,0,0,0,3,0,0,0,0,0,0,0
"HPU Centre for Evening Studies, The Mall, Shimla (Id: C-11485)",8,9,0,0,0,0,0,0,0,0,0,0,0,0
"HP University College of Business Studies, Ava Lodge, Shimla (Id: C-11258)",10,15,0,0,0,0,0,0,0,0,0,0,0,0
"HP University Institute of Legal Studies, Ava Lodge, Shimla (Id: C-11413)",1,4,0,0,0,0,0,0,0,0,0,0,0,0
"H.P. University Regional Centre, Dharamshala (Id: C-16675)",19,18,0,0,0,0,0,0,0,0,NA,NA,NA,NA
HRD Degree & P.G College (Id: C-25853),19,23,0,0,0,0,9,9,0,0,2,0,2,0
"H.R. GOVT. COLLEGE, SALUMBER (Id: C-40046)",11,3,2,0,0,0,1,0,0,0,0,0,0,0
"H. R. INSTITUTE OF ENGINEERING AND TECHNOLOGY, GHAZIABAD (Id: C-46152)",24,12,1,1,0,0,8,7,0,0,0,0,0,0
"H.R.INSTITUTE OF HOTEL MANAGEMENT, MORTA, GHAZIABAD (Id: C-46137)",15,1,0,0,0,0,0,0,0,0,0,0,0,0
"H.R.INSTITUTE OF PHARMACY, MORTA, GHAZIABAD (Id: C-46139)",19,2,0,0,0,0,1,0,0,0,0,0,1,1
"H.R. INSTITUTE OF PROFESSIONAL STUDIES, MORTA, GHAZIABAD (Id: C-46161)",18,16,2,0,0,0,1,3,0,0,0,0,0,0
"H.R.INSTITUTE OF TECHNOLOGY, MORTA, GHAZIABAD (Id: C-46128)",95,63,1,1,0,0,30,8,0,0,3,0,0,0
H. R. Shah Mahila Arts & Commerce College (Id: C-506),7,13,1,0,1,2,1,5,0,0,0,1,0,0
"H.S.A. DEGREE COLLEGE, RAJIPUR, KAMALGANJ, (Id: C-12207)",6,2,0,0,0,0,0,0,0,0,0,0,0,0
"HSSSs Arts,Science & Commerce College,Gadag. (Id: C-35685)",21,4,2,0,0,0,19,4,0,0,1,0,0,0
HTP College of Education (Id: C-14891),4,4,1,0,0,0,2,1,0,0,0,0,0,0
"HTPS Priyadarshini Arts & Commerce College, Rattihalli Tq: Hirekerur (Id: C-35588)",13,1,3,1,3,0,2,0,0,0,0,0,0,0
"Hubli Education Trusts Hubli College of Commerece Lake View Campus, Unkal lakeside, Unkal, Hubli-580031 (Id: C-8656)",3,3,0,0,0,0,3,3,0,0,2,1,0,0
Huda Education Minority society's education college for women Bellary (Id: C-8669),6,2,0,0,0,0,5,2,0,0,2,1,0,0
"Hulkoti Sahakari Shishna Samste, H.S.S.S, College of Computer Application, Gadag (Id: C-35487)",11,3,2,0,0,0,2,0,0,0,0,0,0,0
"Hunasimarad B.S.W College, Siddalinga Nagar 3rd Cross, Gadag (Id: C-35631)",0,2,0,0,0,0,0,2,0,0,0,0,0,0
"Hurakadali Ajja Law College, Dharwad. (Id: C-9863)",3,3,0,0,0,0,1,0,0,0,0,0,0,0
"Hussainy College of Education, Duttalur (Id: C-24826)",9,1,2,1,0,0,1,0,0,0,4,0,0,0
"Hutatma Rajguru Shikshan Prasarak Mandal, Arts, Science and Commerce College,Pune (Id: C-41541)",3,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hutatma Rajguru Shikshan Prasarak Mandal, Law Collge,Pune (Id: C-41788)",8,2,3,0,0,0,0,1,0,0,0,0,0,0
"Hutatma Rajguru Shikshna Prasarak Mandals Mahila Mahavidyalaya,Pune (Id: C-41307)",1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"H.V. Koujalagi Law College, Bailhongal (Id: C-9809)",4,2,0,0,0,0,0,0,0,0,0,0,0,0
"H.V.S.K. Mandal,s Adhyapak (B.Ed) Mahavidyalaya, Yavatmal (Id: C-43152)",2,4,0,0,0,0,0,0,0,0,0,0,0,0
Hyderabad Institute of Technology & Management (Id: C-19850),92,57,6,0,0,0,25,11,1,1,0,0,0,0
Hyderabad Presidency College (Id: C-25530),11,13,0,0,0,0,11,13,0,0,11,10,0,3
Hyderabad School of Management (Id: C-25560),11,6,0,0,0,0,1,1,0,0,10,5,0,0
Hyderabad (Sindh) National Collegiate Boards College of Management MMS CHM College Compound Ulhasnagar Dist Thane 421 103 (Id: C-33502),2,6,0,0,0,0,0,0,0,0,0,0,0,0
Hyderabad (Sind) National Collegiate Boards College of Law Ulhasnagar Dist.Thane (Id: C-33533),14,12,0,0,0,0,0,0,0,0,0,0,0,0
Hyderabad (Sind) National Collegiate Boards College of Pharmacy Campus of CHM College Ulhasnagar Dist Thane (Id: C-33944),7,13,0,2,0,0,0,1,0,0,0,0,0,2
"HYGIA INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH, LUCKNOW (Id: C-46909)",21,9,NA,NA,NA,NA,NA,NA,0,0,5,2,1,0
"I.B. College, Panipat (Id: C-10533)",19,27,2,0,0,0,2,1,0,0,1,0,1,0
I.B.M. Bela (Id: C-8788),8,3,0,0,0,0,0,0,0,0,0,0,0,1
"IBMT College of Graduate Studies No.298, 100ft Road, 4th phase, 7th Block, BSK 3rd Stage, Bangalore-85 (Id: C-21234)",5,3,1,0,0,0,0,0,0,0,0,0,0,0
Ibrahimpatnam Degree College (Id: C-25424),10,5,1,1,0,0,6,1,0,0,0,0,0,0
"IBT College of Diploma Engg.,Berla Road, Ahiwara, Nandini Road (Id: C-15612)",18,15,0,0,0,0,0,0,0,0,0,0,0,0
I.C.College of Home Science (Id: C-29454),0,42,0,1,0,0,0,3,0,0,0,0,0,0
"ICG Inst. of Edu. Research & Development, Jaipur (Id: C-38966)",3,13,0,1,0,0,0,2,0,0,0,1,0,0
"Ichalkaranji Shikshan Shastra Mahavidyalaya, Shahapur, Ichalkaranji (Id: C-11131)",6,1,0,0,0,0,0,0,0,0,0,0,0,0
ICL Institute of Architecture & Town Planning (Id: C-10804),8,8,0,1,0,0,0,1,0,0,0,0,1,2
ICL Institute of Engineering & Technology (Id: C-10834),42,40,0,0,0,0,0,0,0,3,0,0,6,9
ICL Institute of Hotel Management & Catering Technology (Id: C-10542),9,5,0,0,0,0,0,1,0,0,0,0,0,1
ICL Institute of Management & Technology (Id: C-10561),4,16,0,0,0,0,0,3,0,0,0,0,0,4
I C L s Motilal Jhunjhunwala Arts Science and Commerce College Plot No.53 Sector 9 A Amlendu Roye Marg Vashi Navi Mumbai 400 703 (Id: C-33984),27,56,2,2,2,0,2,2,0,0,0,0,0,0
"ICNAS, PALLIPOYIL (Id: C-8174)",10,0,0,0,0,0,3,0,0,0,1,0,0,0
Icon Commerce College (Id: C-17135),8,26,0,0,0,0,1,1,0,0,NA,NA,NA,NA
"ICON INSTITUTE OF MANAGEMENT STUDIES, BIBINAGAR (Id: C-44958)",12,4,0,0,0,0,5,3,0,0,0,0,0,0
IDAR A.P.H.K.M. ARTS &P.N.PATEL COMM COLLEGE (Id: C-6665),28,3,2,0,3,1,5,0,2,0,1,0,0,0
"Idaya College of Arts &Science for Women,Pudupalayam,Chengam-606 705 (Id: C-36384)",2,43,0,11,0,0,0,1,0,0,0,1,0,10
"I.D.B.P.S.College, Garh Nokha (Id: C-27143)",47,6,0,0,0,0,14,3,0,0,1,0,NA,NA
Ideal Degree College for Women (Id: C-25587),15,22,0,0,0,0,1,1,0,0,1,2,0,0
"IDEAL EDUCATION SOCIETY TRAINING COLLEGE, CHITTILAPPALLY (Id: C-8204)",2,8,0,1,0,0,0,3,0,0,0,0,0,0
Ideal Girls' College (Id: C-9401),13,19,0,0,0,0,0,0,0,0,0,0,0,0
Ideal Institute of Engineering 279-ENGG (Id: C-6153),33,6,0,0,0,0,0,0,0,0,0,0,0,0
"Ideal Institute of Technology, Vidyut Nagar, Kakinada-533003(CC-6K) (Id: C-18076)",30,29,3,3,0,0,7,5,0,0,0,0,0,0
Ideal & S.K.C.M Degree College (Id: C-32830),21,6,0,1,0,0,0,0,0,0,0,0,0,0
Idhayaam College of Education (Id: C-14542),4,5,0,1,0,0,4,4,0,0,NA,NA,NA,NA
"Idhaya College for Women, Sarugani (Id: C-28509)",0,81,0,3,0,0,0,70,0,0,0,2,0,24
"Idhaya College of Women, Sakkottai, Kumbakonam 612 001. (Id: C-35802)",4,120,0,1,0,0,0,6,0,0,0,0,0,0
Idhaya Engineering College for Women (Id: C-16523),20,23,5,2,0,0,15,21,0,0,0,0,0,0
I. D. Patel College of Education (Id: C-6018),4,14,0,2,0,1,0,1,0,0,0,0,0,0
"I.D.S.G. Government College, Chikmagalur. (Id: C-17818)",43,12,4,0,0,0,29,11,2,0,1,2,0,2
IERCEM Institute of Information Technology 244-ENGG (Id: C-6200),25,10,0,0,1,0,0,0,0,0,0,0,0,0
"IES College of Education, Zone-II, M.P. Nagar, Bhopal (Id: C-35232)",21,15,0,0,0,0,6,1,13,12,1,0,1,0
"I.E.S. COLLEGE OF ENGINEERING,CHITTILAPPILLY (Id: C-8216)",41,71,0,5,0,0,21,41,0,0,7,8,1,0
"""IES College of Pharmacy, IES Campus, Kalkheda, Ratibad Main Road, Bhopal 462044"" (Id: C-36249)",23,1,1,0,0,0,2,0,23,1,0,0,0,0
"IES Institute of Technology and Management, IES Campus, Kalkheda, Ratibad Main Road, Bhopal - 462044 (Id: C-36000)",52,21,1,1,0,0,10,5,50,21,1,0,1,0
"IES s College of Technology, Kalikheda, Ratibad Main Road, Bhopal - 462044 (Id: C-35964)",76,28,2,1,0,0,6,3,76,28,0,0,0,0
I.F.E.T. College of Engineering (Id: C-16543),62,71,6,3,0,0,53,67,0,0,3,0,5,8
"IFIM College, # 8 P & 9P, KIADB Industrial Area, Electronic City, I Phase, Bangalore -560 100., (Id: C-21050)",8,16,0,0,0,0,0,0,0,0,1,0,0,3
"I.G. Government College, Tohana (Id: C-22420)",16,2,5,1,0,0,0,0,0,0,0,0,0,0
I.G. Mahila Mahavidyalaya (Id: C-10565),0,6,0,0,0,0,0,0,0,0,0,0,0,0
"I.G Mahila M.V, Udala (Id: C-10905)",2,5,0,0,0,0,1,4,0,0,0,0,0,0
"I.G.M. College, Pilibanga (Id: C-40655)",18,7,1,0,0,0,8,0,0,0,0,0,0,0
"IGM TT College, Jaipur (Id: C-38881)",2,8,0,1,0,0,0,0,0,0,0,0,0,0
"I.G.R.U. ACADEMY, FURSATGANJ AIRFIELD, (Id: C-12510)",19,1,0,0,0,0,0,0,0,0,1,0,4,0
"IIFT College of Fashion, #3, 1/6, MC Road, Ist Cross, Vijayanagar, Near Telephone Exch. Bangalore -79 (Id: C-20726)",0,6,0,0,0,0,0,0,0,0,0,0,0,0
IIFT KOLKATA (Id: C-16754),12,1,0,0,0,0,0,0,0,0,0,0,0,0
"I.I.H.R.D. College, Vidisha (Id: C-35145)",7,4,1,0,0,0,4,0,0,0,0,0,0,0
IIMC Degree College (Id: C-25468),14,15,1,0,0,0,4,2,0,0,0,0,0,0
"IIMT COLLEGE OF ENGINEERING, GREATER NOIDA (Id: C-46246)",100,33,1,0,0,0,18,3,0,0,5,1,1,1
"IIMT COLLEGE OF MANAGEMENT,GREATER NOIDA (Id: C-46271)",18,3,0,0,0,0,8,0,0,0,0,0,0,0
"IIMT COLLEGE OF MEDICAL SCIENCES, MEERUT (Id: C-46185)",20,3,0,0,0,0,1,2,0,0,4,0,0,0
"I.I.M.T. COLLEGE OF PHARMACY, GREATER NOIDA (Id: C-46252)",17,8,2,0,3,0,4,1,0,0,2,0,0,0
"IIMT MANAGEMENT COLLEGE, MEERUT (Id: C-46173)",36,13,1,0,0,0,3,2,0,0,3,1,1,2
"IIPM School of Management, Rourkela (Id: C-30114)",9,1,1,0,0,0,0,1,0,0,1,0,0,0
IITM Degree College (Id: C-25865),12,7,0,0,0,0,0,0,0,0,0,1,0,0
IITS COLLEGE (Id: C-34816),5,3,0,0,0,0,1,2,0,0,0,0,0,0
"IJ Patel B.Ed. College, Mogri (Id: C-1188)",5,4,0,0,2,0,0,1,0,0,0,2,0,0
"I.K. D.C. College, Indore (Id: C-29841)",37,18,0,0,0,0,14,4,0,0,17,13,0,0
Ikon Nursing College (Id: C-44835),0,5,0,0,0,0,0,0,0,0,0,0,0,0
"I. K. PATEL COLLEGE OF PHARMACEUTICAL EDU. & RESEARCH, (273)HIMMATNAGAR (Id: C-103)",6,4,0,0,0,0,0,2,0,0,0,0,0,0
"IKTM ARTS & SCIENCE COLLEGE, CHERUKULAMBA, VATTALUR (Id: C-43334)",10,5,0,0,0,0,3,3,0,0,2,1,0,0
"Ilahia College of Arts and Science, Pezhakkappilly P.O. Muvattupuzha -686 674 (Id: C-11823)",17,34,0,0,0,0,6,19,0,0,6,19,11,15
"Ilahia College of Engg. and Technology, Mulavoor P.O., Muvattupuzha, Ernakulam- 686 673 (Id: C-11722)",54,72,1,2,1,0,21,19,0,0,18,21,1,1
"ILAHIA SCHOOL OF SCIENCE & TECHNOLOGY, PEZHAKKAPPILLY, MUVATTUPUZHA (Id: C-48172)",22,24,0,0,0,0,15,14,0,0,0,0,0,1
"ILAHIYA ARABIC COLLEGE, THIRURKKAD (Id: C-8006)",6,8,0,0,0,0,6,4,0,0,6,4,0,4
"ILAHIYA ARTS & SCIENCE COLLEGE,CHENGOTTUKAVU (Id: C-8201)",4,7,0,0,0,0,2,5,0,0,0,0,0,1
"Ilakal Vajrappa Chitrakala Mahavidyalaya, Hosdurga (Id: C-26739)",5,0,1,0,1,0,1,0,0,0,0,0,0,0
"ILVA Commerce & Science College, Indore (Id: C-29837)",14,31,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"Image Engg. And Technology Institute, (683)Kheda (Id: C-205)",36,10,2,1,0,0,10,1,0,0,0,0,0,0
Imailsaheb Mulla Law College (Id: C-11162),19,10,1,1,0,0,2,0,0,0,NA,NA,NA,NA
"IMAMUL HAI KHAN LAW COLLEGE, BOKARO (Id: C-44417)",19,0,2,0,0,0,10,0,0,0,4,0,0,0
"Imayam Arts &Science college,Green Land, kanavaipudur village,NEW Town Post,Vaniyambadi Road,hengam-606 701 (Id: C-36437)",5,3,0,0,0,0,0,0,0,0,0,0,0,0
"Imayam College of Arts & Science, Thuraiyur- 621 206. (Id: C-35834)",34,75,11,7,0,0,0,0,0,0,0,0,0,0
Imayam College of Education (Id: C-14521),4,5,1,1,0,0,0,0,0,0,NA,NA,NA,NA
Imayam College of Engineering (Id: C-25031),41,6,5,3,0,0,5,2,0,0,0,0,0,0
Imayam College of Information Technology (Id: C-25021),9,4,0,2,0,0,3,2,0,0,0,0,0,0
"Immaculate college for Women,Viriyur,devapandelam,Post,SankarapuramTaluk-606 402 (Id: C-36412)",8,23,2,0,0,0,5,22,0,0,0,0,0,0
Immaculate College of Education for Women (Id: C-6511),0,9,0,1,0,0,0,4,0,0,0,0,0,0
IMMACULATE DEGREE COLLEGE (Id: C-25325),14,4,9,2,0,0,0,0,0,0,0,0,0,0
Immanuel Arasar B.Ed. College of Education (Id: C-14808),4,12,0,0,0,0,4,12,0,0,0,0,4,11
Immanuel Arasar J.J.College of Engineering (Id: C-27094),45,13,0,0,0,0,0,0,0,0,0,0,0,0
Immanuel College (Id: C-16716),12,16,0,0,8,15,3,1,0,0,0,0,0,0
I. M. Nanavati Law College (Id: C-6084),3,2,0,0,0,0,0,0,0,0,0,0,0,0
"Impact College of Engg. & Applied Science, BANGALORE (Id: C-1363)",31,34,0,0,0,0,1,0,0,0,0,0,0,0
"Imperial College of Prof. Studies, Khandwa Road, Indore (Id: C-29751)",0,8,0,0,0,0,0,1,0,0,0,0,0,0
Imphal College (Id: C-9363),53,44,1,0,2,1,0,0,0,0,0,0,0,0
IMPS College of Engineering & Technology 170-ENGG (Id: C-6135),53,15,8,0,0,0,8,2,0,0,1,0,0,0
"IMT Pharmacy College, Puri (Id: C-30129)",19,5,0,0,0,0,0,0,0,0,0,0,0,0
"INCREDIBLE INSTITUTE OF MANAGEMENT & TECHNOLOGIES, ACHHNERA, AGRA (Id: C-15558)",7,2,0,0,0,0,1,2,0,0,0,0,0,0
"Indain Institute of Education, Hari Devi, Ghanahatti. Distt Shimla (Id: C-11534)",2,14,0,0,0,0,0,0,0,0,0,0,0,0
"Indapur Taluka Gramvikas Pratishthans Arts & Commerce College, Kalamb ( Walchandnagar),Pune (Id: C-41476)",22,0,5,0,1,0,5,0,0,0,0,0,0,0
"Indapur Taluka Shikshan Prasarak Mandals Arts, Science and Commerce College, Indapur,Pune (Id: C-42121)",75,11,21,6,0,0,16,1,2,0,2,0,0,0
"Indapur Taluka Shikshan Prasarak Mandals, Bhigwan College of Arts, Bhigwan, Tal Indapur, Dist Pune (Id: C-42097)",13,3,5,3,0,0,2,0,0,0,0,0,13,3
Indas Mahavidyalaya (Id: C-44653),5,2,2,0,0,0,0,0,1,0,1,1,0,0
"INDERAPRASTHA ENGINEERING COLLEGE, GHAZIABAD (Id: C-46384)",81,114,0,0,0,0,14,3,0,0,0,0,0,0
"Index Medical College Hospital & Research, Nemawar Road, Indore (Id: C-29653)",322,115,51,15,10,3,35,13,0,0,16,7,4,1
"Index Nursing College, Nemawar Road, Indore (Id: C-29882)",16,14,1,2,0,0,5,2,0,0,2,0,0,0
Indhira College of Education (Id: C-14817),4,8,0,1,0,0,4,6,0,0,0,0,0,0
"INDIA HEART FOUNDATION UNIT OF VENKATESWARA HOSPITALS CHENNAI, CHENNAI (Id: C-45468)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"India Mahila T.T. College, Ratangarh (Id: C-40745)",4,10,0,0,0,0,0,0,0,0,0,0,0,0
Indian Academy College of Nursing (Id: C-40254),0,41,0,0,0,0,0,0,0,0,0,0,0,0
