Sr. No.,State Name,University District,Univesity Name / Body Type,Institution District,College/Stand Alone Institution,Student Enrolment - Male,Student Enrolment - Female,Student Enrolment - Total,Teaching Staff (Excluding - Male),Teaching Staff (Excluding - Female),Teaching Staff (Excluding - Total),PTR (Equal to 9/12)
20682,Tamil Nadu,--,Teacher Training,Thanjavur,BHARATH INSTITUE OF TEACHER TRAINING SIVAJI NAGAR NEAR MEMBALAM,54,44,98,3,3,6,16
20683,Tamil Nadu,Chennai,College Institution,Tirunelveli,"CSI ELIZA CALDWELL COLLEGE OF NURSING TIRUNELVELI , TIRUNELVELI",130,130,260,8,17,25,10
20684,Tamil Nadu,--,Technical/Polytechnic,Coimbatore,SANKARA POLYTECHNIC COLLEGE SARAVANAMPATTY,915,50,965,50,15,65,14
20685,Tamil Nadu,Chennai,"Madras University, Chennai",Chennai,University-Type,29472,15584,45056,185,49,234,192
20686,Tamil Nadu,--,Teacher Training,Krishnagiri,ADHIYAMAAN TEACHER EDUCATION INSTITUTION HOSUR,78,56,134,1,5,6,22
20687,Tamil Nadu,Chennai,College Institution,Chennai,PACHAIYAPPAS COLLEGE CHENNAI,2932,0,2932,46,34,80,36
20688,Tamil Nadu,--,Technical/Polytechnic,Coimbatore,NACHIMUTHU POLYTECHNIC COLLEGE POLLACHI,1481,282,1763,51,45,96,18
20689,Tamil Nadu,Tiruchirappalli,College Institution,Thanjavur,Anna University of Technology Tiruchirappalli - Pattukkottai Campus,579,204,783,3,0,3,261
20690,Tamil Nadu,--,Nursing,Kancheepuram,"SCHOOL OF NURSING, GOVERNMENT HEADQUARTERS HOSPITAL, KANCHEEPURAM",212,212,424,0,6,6,70
20691,Tamil Nadu,Coimbatore,College Institution,Coimbatore,"SAN INTERNATIONAL COLLEGE OF ARTS AND SCIENCE, COIMBATORE",27,6,33,9,6,15,2
20692,Tamil Nadu,--,Teacher Training,Kanniyakumari,GRACE TEACHER TRAINING INSTITUTE KALIAKKAVILAI KANYAKUMARI,140,132,272,4,5,9,30
20693,Tamil Nadu,Chennai,College Institution,Kancheepuram,University College of Engineering Kancheepuram,825,353,1178,35,12,47,25
20694,Tamil Nadu,--,Technical/Polytechnic,Pudukkottai,SRI BHARATHI POLYTECHNIC COLLEGE FOR WOMEN KAIKKURICHI,120,120,240,1,12,13,18
20695,Tamil Nadu,Ariyalur,College Institution,Salem,Vinayaka Mission's Homeopathic Medical College,476,293,769,39,16,55,13
20696,Tamil Nadu,--,Teacher Training,Nagapattinam,MATHA TEACHER TRAINING INSTITUTE THAMARAIPULAM VEDARANIYAM,54,44,98,3,5,8,12
20697,Tamil Nadu,Chennai,College Institution,Tiruchirappalli,"PERIYAR COLLEGE OF PHARMACEUTICAL SCIENCES FOR GIRLS TIRUCHIRAPALLI, TIRUCHIRAPALLI",282,201,483,20,29,49,9
20698,Tamil Nadu,--,Teacher Training,Kanniyakumari,MUTHAIYAH MEMORIAL TEACHER TRAINING INSTITUTE THOLAYAVATTAM,27,27,54,1,6,7,7
20699,Tamil Nadu,Chennai,College Institution,Coimbatore,K.M.G. College of Education,100,79,179,2,8,10,17
20700,Tamil Nadu,--,Nursing,Cuddalore,SANDARAVADHANAM SCHOOL OF NURSING CUDDALORE,80,80,160,0,11,11,14
20701,Tamil Nadu,Coimbatore,College Institution,Erode,Sree Amman Arts and Science College,606,358,964,24,21,45,21
20702,Tamil Nadu,--,Technical/Polytechnic,Madurai,ANNAI FATHIMA INSTITUTE OF CATERING ADMINISTRATION ALAMPATTI,72,0,72,13,0,13,5
20703,Tamil Nadu,Chennai,College Institution,Thanjavur,"OUR LADY OF HEALTH COLLEGE OF NURSING THANJAVUR, THANJAVUR",285,285,570,0,34,34,16
20704,Tamil Nadu,--,Teacher Training,Nagapattinam,TELC TEACHER TRAINING INSTITUTE FOR MEN THARAGAMBADI,11,10,21,1,8,9,2
20705,Tamil Nadu,Chennai,College Institution,Kanniyakumari,Ruben College of Education,134,93,227,3,10,13,17
20706,Tamil Nadu,--,Technical/Polytechnic,Thoothukkudi,CHANDY POLYTECHNIC COLLEGE MULLAKKADU,1365,30,1395,37,14,51,27
20707,Tamil Nadu,Vellore,College Institution,Viluppuram,"K.S.Raja Arts andScience College for Women,Cherapperattai-604 210",422,422,844,8,21,29,29
20708,Tamil Nadu,--,Technical/Polytechnic,Salem,THE KAVERY POLYTECHNIC COLLEGE M KALIPATTI,1751,113,1864,77,29,106,17
20709,Tamil Nadu,Chennai,College Institution,Tiruvannamalai,Dr. Meenakshi College of Teacher Education,100,57,157,5,3,8,19
20710,Tamil Nadu,--,Technical/Polytechnic,Chennai,RAMAKRISHNA MISSION POLYTECHNIC COLLEGE CHENNAI,390,0,390,20,0,20,19
20711,Tamil Nadu,Chennai,College Institution,Kanniyakumari,Immanuel Arasar B.Ed. College of Education,199,183,382,4,12,16,23
20712,Tamil Nadu,--,Technical/Polytechnic,Tirunelveli,"S THANGAPAZHAM POLYTECHNIC COLLEGE CHINTHAMANIPERIPUTHUR, TIRUNELVELI",656,13,669,22,17,39,17
20713,Tamil Nadu,Chennai,College Institution,Kancheepuram,DMI College of Education,100,77,177,5,4,9,19
20714,Tamil Nadu,--,Technical/Polytechnic,Pudukkottai,"PSV POLYTECHNIC COLLEGE MIRATUNILAI, PUDUKKOTTAI",197,6,203,21,5,26,7
20715,Tamil Nadu,Chennai,College Institution,Chennai,"ANNAI VEILANKANNI S PHARMACY COLLEGE CHENNAI, CHENNAI",145,78,223,17,8,25,8
20716,Tamil Nadu,--,Technical/Polytechnic,Coimbatore,K.M.G. POLYTECHNIC COLLEGE ANGALA KURICHI,480,28,508,40,8,48,10
20717,Tamil Nadu,Chennai,College Institution,Chennai,"SUGAM HOSPITALS (P) LTD., CHENNAI, CHENNAI",0,0,0,0,2,2,2
20718,Tamil Nadu,--,Teacher Training,Vellore,K.K.S . MANI TEACHER TRAINING INSTITUTE KANNAMANGALAM VELLORE,193,177,370,6,3,9,41
20719,Tamil Nadu,Chennai,College Institution,Chennai,"GOVERNMENT SIDDHA MEDICAL COLLEGE CHENNAI, CHENNAI",274,218,492,20,58,78,6
20720,Tamil Nadu,--,Teacher Training,Pudukkottai,J J TEACHER TRAINING INSTITUTE J J NAGAR SIVAPURAM NAMASAMUDRAM,101,88,189,5,4,9,21
20721,Tamil Nadu,Chennai,College Institution,Kancheepuram,Royal Institute of Management Studies and Computer Application,45,8,53,5,1,6,8
20722,Tamil Nadu,--,Teacher Training,Tirunelveli,KEINS TEACHER TRAINING INSTITUTE ASIR NAGAR THALAPATHY SAMUTHRAM,48,48,96,1,5,6,16
20723,Tamil Nadu,Chennai,College Institution,Vellore,Seventh-Day Adventist College of Education,100,77,177,8,1,9,19
20724,Tamil Nadu,--,Teacher Training,Tirunelveli,S.VEERASAMY CHETTIAR INSTITUTE OF TEACHER EDUCATION PULIANGUDI,149,120,269,5,4,9,29
20725,Tamil Nadu,Tiruchirappalli,College Institution,Thanjavur,"Maruthu Pandiyar College, Vallam (P.O.), Thanjavur - 613 403.",946,527,1473,44,43,87,16
20726,Tamil Nadu,--,Teacher Training,Thiruvarur,SENGAMALA THAYAAR EDUCATIONAL TRUST TTI FOR WOMEN MANNARGUDI,150,150,300,6,3,9,33
20727,Tamil Nadu,Coimbatore,College Institution,Coimbatore,"N.R. SCHOOL OF ARCHITECTURE, COIMBATORE",0,0,0,1,0,1,1
20728,Tamil Nadu,--,Teacher Training,Tiruvannamalai,JAYAM TEACHER TRAINING INSTITUTE KILPENNATHUR,30,21,51,5,1,6,8
20729,Tamil Nadu,Chennai,College Institution,Theni,Thiraviam College of Education,100,100,200,5,10,15,13
20730,Tamil Nadu,--,Technical/Polytechnic,Vellore,PANDIYAN POLYTECHNIC COLLEGE ADHIYUR VILLAGE,908,16,924,45,10,55,16
20731,Tamil Nadu,Tiruchirappalli,College Institution,Tiruchirappalli,Trichy Engineering College,1429,494,1923,36,47,83,23
20732,Tamil Nadu,--,Teacher Training,Theni,SOURASHTRA TEACHER TRAINING INSTITUTE VEERAPANDI,95,95,190,0,2,2,95
20733,Tamil Nadu,Vellore,"Vellore Institute of Technology, Vellore",Vellore,University-Type,17642,5045,22687,608,332,940,24
20734,Tamil Nadu,--,Teacher Training,Sivaganga,DISTRICT INSTITUTE OF EDUCATION AND TRAINING KALAYARKOIL SIVAGANGAI,192,145,337,11,7,18,18
20735,Tamil Nadu,Chennai,College Institution,Cuddalore,Omm Muruga College of Education,100,65,165,10,0,10,16
20736,Tamil Nadu,--,Teacher Training,Dharmapuri,ANNAI TEACHER TRAINING INSTITUTE PAPPIREDIPATTI,22,8,30,7,5,12,2
20737,Tamil Nadu,Chennai,College Institution,Chennai,"SHARMILA COLLEGE OF NURSING CHENNAI, CHENNAI",202,150,352,0,15,15,23
20738,Tamil Nadu,--,Technical/Polytechnic,Perambalur,THANTHAI ROEVER INST. OF POLYTECHNIC COLLEGE ELAMBALUR,945,23,968,43,7,50,19
20739,Tamil Nadu,Chennai,College Institution,Chennai,ASAN MEMORIAL COLLEGE OF ARTS AND SCIENCE,10,6,16,50,54,104,0
20740,Tamil Nadu,--,Technical/Polytechnic,Madurai,TAMILNADU POLYTECHNIC COLLEGE -,991,70,1061,6,14,20,53
20741,Tamil Nadu,Vellore,College Institution,Vellore,"Thiruvalluvar University college of Arts andScience ,E.V.N.Govt.Boys Higher SEcondary School,Krishanagiri Road,Gazhanayeganpatti,Tirupattur Taluk,Tirupattur-635 901aGd,",330,205,535,5,7,12,44
20742,Tamil Nadu,--,Teacher Training,Nagapattinam,SRI RAMACHANDIRA TEACHER TRAINING INSTITUTE VEDARANIAM,64,56,120,6,3,9,13
20743,Tamil Nadu,Tiruchirappalli,College Institution,Perambalur,Roever Institute of Management,174,62,236,10,7,17,13
20744,Tamil Nadu,--,Teacher Training,Tiruvannamalai,ST.MARYS TEACHER TRAINING INSTITUTE ANMARUDAI,48,48,96,4,4,8,12
20745,Tamil Nadu,Chennai,College Institution,Tirunelveli,"St. Ignatius college of Education, (Autonomous)",265,261,526,1,16,17,30
20746,Tamil Nadu,--,Technical/Polytechnic,Salem,"GOLDEN POLYTECHNIC COLLEGE PALLAKKADU VILLAGE, SALEM",340,21,361,254,55,309,1
20747,Tamil Nadu,Madurai,College Institution,Madurai,"M.K. UNIVERSITY COLLEGE, ALAGARKOIL ROAD",1727,532,2259,54,36,90,25
20748,Tamil Nadu,--,Technical/Polytechnic,Namakkal,SRI RAGAVENDRA POLYTECHNIC COLLEGE KOMARAPALAYAM,1295,99,1394,55,24,79,17
20749,Tamil Nadu,Chennai,College Institution,Namakkal,KRP College of Education,134,83,217,9,4,13,16
20750,Tamil Nadu,--,Technical/Polytechnic,Namakkal,"VOICE OF GOD POLYTECHNIC COLLEGE, DEVARAYAPURAM",641,25,666,50,18,68,9
20751,Tamil Nadu,Chennai,College Institution,Nagapattinam,Kasthurba Gandhi Kanya Gurukulam,100,100,200,3,5,8,25
20752,Tamil Nadu,--,Teacher Training,Virudhunagar,KARPAGAM TEACHER TRAINING INSTITUTE SENGAMALAYANACIYARPURAM SIVAKASI,17,17,34,5,0,5,6
20753,Tamil Nadu,Vellore,College Institution,Cuddalore,"Dr.S.Ramadoss Arts and Science College ,Periyavadavadi-Virudachalam-606 104",1372,736,2108,42,20,62,34
20754,Tamil Nadu,--,Teacher Training,Virudhunagar,V P MUTHEIAH PILAI MEENAKSHIAMMAL TEACHER TRAINING KRISHNANKOIL,124,124,248,4,5,9,27
20755,Tamil Nadu,Chennai,College Institution,Chennai,"APOLLO HOSPITALS CHENNAI, CHENNAI",6,6,12,13,4,17,0
20756,Tamil Nadu,--,Technical/Polytechnic,Virudhunagar,P A C RAMASAMY RAJA POLYTECHNIC COLLEGE VENGANALLUR PANCHAYAT,1713,317,2030,57,21,78,26
20757,Tamil Nadu,Vellore,College Institution,Viluppuram,"Jawaharlal Nehru College for Women,Pali Village,Ulunderpet Taluk",62,62,124,3,7,10,12
20758,Tamil Nadu,--,Technical/Polytechnic,Thiruvallur,VETHATHIRI MAHARISHI INSTITUTE OF TECHNOLOGY KODIVALASAI ATHIMANJERI PET,339,21,360,16,8,24,15
20759,Tamil Nadu,Chennai,College Institution,Vellore,"SCHIEFFELIN INSTITUTE OF HEALTH - RESEARCH LEPROSY CENTRE KARIGIRI, KARIGIRI",28,22,50,20,11,31,1
20760,Tamil Nadu,--,Teacher Training,Krishnagiri,M.T.V TEACHER TRAINING INSTITUTE MALLINAYAMAPALLI,45,38,83,4,0,4,20
20761,Tamil Nadu,Coimbatore,College Institution,Coimbatore,KV Institute of Management and Information Studies,204,30,234,4,12,16,14
20762,Tamil Nadu,--,Technical/Polytechnic,Chennai,STATE INSTITUTE OF COMMERCE EDUCATION CHENNAI,171,71,242,3,1,4,60
20763,Tamil Nadu,Tiruchirappalli,College Institution,Tiruchirappalli,"Urumu Dhanalakshmi College, Tiruchirappalli - 620 019.",2382,1208,3590,62,56,118,30
20764,Tamil Nadu,--,Teacher Training,Coimbatore,G.R.DAMODARAN TECHER TRAINING INSTITUTE COIMBATORE,10,10,20,4,2,6,3
20765,Tamil Nadu,Chennai,College Institution,Chennai,Loyola College of Education,100,85,185,5,3,8,23
20766,Tamil Nadu,--,Technical/Polytechnic,Kancheepuram,ASAN MEMORIAL INSTITUTE OF HOTEL MANAGEMENT AND CATERING TEC JALADAMPET,12,0,12,4,1,5,2
20767,Tamil Nadu,Coimbatore,College Institution,Coimbatore,KTVR Knowledge Park for Engineering and Technology,1031,326,1357,38,48,86,15
20768,Tamil Nadu,--,Teacher Training,Krishnagiri,BHARANI TEACHER TRAINING INSTITUTE SRI SARASWATHI EDUNL TRUST POCHAMPALLI,85,57,142,4,1,5,28
20769,Tamil Nadu,Coimbatore,College Institution,Krishnagiri,Archana Institute of Technology,548,66,614,42,15,57,10
20770,Tamil Nadu,--,Technical/Polytechnic,Erode,SAKTHI POLYTECHNIC COLLEGE VEMPATHIVELLALAPALAYAM,1045,137,1182,48,9,57,20
20771,Tamil Nadu,Chennai,College Institution,Coimbatore,St. Peters College of Education,100,72,172,5,4,9,19
20772,Tamil Nadu,--,Teacher Training,Pudukkottai,VESTLEY TEACHER TRAINING INSTITUTE FOR WOMEN ARANTHANGI,0,0,0,1,5,6,6
20773,Tamil Nadu,Chennai,College Institution,Coimbatore,Michael Job Memorial College of Education for Women,125,125,250,3,9,12,20
20774,Tamil Nadu,--,Teacher Training,Namakkal,KASTOORIBHA GANDHI TEACHER TRAINING INSTITUTE MASAKALIPATTI RASIPURAM,47,47,94,2,5,7,13
20775,Tamil Nadu,Chennai,College Institution,Erode,Jairupa College of Education,135,101,236,11,6,17,13
20776,Tamil Nadu,--,Teacher Training,Viluppuram,BHARATHIYAR TEACHER TRAINING INSTITUTE PALAKKADU MANDAV MARAKKANAM TINDIVANAM,28,28,56,8,1,9,6
20777,Tamil Nadu,Chennai,College Institution,Chennai,MEASI College of Education,100,55,155,11,1,12,12
20778,Tamil Nadu,--,Technical/Polytechnic,Kancheepuram,ASAN MEMORIAL INSTITUTE OF HOTEL MANAGEMENT AND CATERING TEC JALADAMPET,12,0,12,4,1,5,2
20779,Tamil Nadu,Chennai,College Institution,Tiruchirappalli,Sri Adhisankarar College of Education,100,85,185,4,4,8,23
20780,Tamil Nadu,--,Teacher Training,Coimbatore,GOVERNMENT TEACHER TRAINING INSTITUTE FOR WOMEN COIMBATORE,0,0,0,0,5,5,5
20781,Tamil Nadu,Chennai,College Institution,Thiruvallur,Indira Institute of Engineering and Technology,1391,413,1804,71,9,80,22
20782,Tamil Nadu,--,Technical/Polytechnic,Dharmapuri,ADI PARASAKTHI POLYTECHNIC COLLEGE ERUMIYAMPATTI VILLAGE,767,212,979,25,17,42,23
20783,Tamil Nadu,Chennai,College Institution,Kancheepuram,Sree Sastha College of Engineering,600,0,600,62,14,76,7
20784,Tamil Nadu,--,Teacher Training,Nagapattinam,ARINGAR ANNA TEACHER TRAINING INSTITUTE VEDARANIAM,65,61,126,3,2,5,25
20785,Tamil Nadu,Chennai,College Institution,Thiruvallur,Sri Devi College of Education,82,82,164,2,6,8,20
20786,Tamil Nadu,--,Teacher Training,Coimbatore,R.V.S. TEACHER TRAINING INSTITUTE R.V.S NAGAR,94,86,180,2,7,9,20
20787,Tamil Nadu,Chennai,College Institution,Tiruvannamalai,Al-Ameen College of Education,100,55,155,5,3,8,19
20788,Tamil Nadu,--,Technical/Polytechnic,Virudhunagar,ARULMIGU KALASALINGAM POLYTECHNIC COLLEGE NATHAMPATI,1405,64,1469,32,41,73,20
20789,Tamil Nadu,Chennai,College Institution,Vellore,Priyadarshini Engineering College,1923,682,2605,71,35,106,24
20790,Tamil Nadu,Coimbatore,College Institution,Salem,RKKR School Of Management Studies,82,10,92,5,3,8,11
20791,Tamil Nadu,Chennai,College Institution,Chennai,Our Lady College of Education,99,77,176,3,10,13,13
20792,Tamil Nadu,--,Technical/Polytechnic,Thoothukkudi,LAKSHMIAMMAL POLYTECHNIC COLLEGE NALATTINPUTHUR,1406,85,1491,50,0,50,29
20793,Tamil Nadu,Chennai,College Institution,Tiruchirappalli,Jamal Mohamed College of Teacher Education,100,90,190,8,4,12,15
20794,Tamil Nadu,--,Teacher Training,Tiruchirappalli,R.C. TEACHER TRAINING INSTITUTE BHARATHIAR SALAI,132,132,264,2,0,2,132
20795,Tamil Nadu,Chennai,College Institution,Erode,Grace College of Education,99,76,175,4,5,9,19
20796,Tamil Nadu,Chennai,College Institution,Kancheepuram,"ASAN MEMORIAL DENTAL COLLEGE AND HOSPITAL, KANCHEEPURAM",140,104,244,41,50,91,2
20797,Tamil Nadu,Chennai,College Institution,Kanniyakumari,Holy Trinity College of Education,100,93,193,4,10,14,13
20798,Tamil Nadu,--,Nursing,Thanjavur,"VENKATESWARA SCHOOL OF NURSING, THANJAVUR",29,29,58,0,6,6,9
20799,Tamil Nadu,Chennai,College Institution,Coimbatore,"NIGHTINGALE INSTITUTE OF NURSING EDUCATION COIMBATORE, COIMBATORE",209,188,397,4,31,35,11
20800,Tamil Nadu,Chennai,College Institution,Coimbatore,"Government Law College, Coimbatore",1295,403,1698,5,2,7,242
20801,Tamil Nadu,Vellore,College Institution,Cuddalore,"St.Joseph College of Arts and Science College,Autonomous),Cuddalore- 607001",5023,2835,7858,79,77,156,50
20802,Tamil Nadu,--,Teacher Training,Perambalur,CHRISTIAN TEACHER TRAINING INSTITUTE PERAMBALUR,103,97,200,3,3,6,33
20803,Tamil Nadu,Chennai,College Institution,Coimbatore,"COIMBATORE MEDICAL COLLEGE COIMBATORE, COIMBATORE",218,110,328,121,83,204,1
20804,Tamil Nadu,Chennai,College Institution,Viluppuram,Surya Institute of Management Studies,139,58,197,12,4,16,12
20805,Tamil Nadu,Coimbatore,College Institution,Tiruppur,Sasuri College of Arts and Science,273,136,409,8,19,27,15
20806,Tamil Nadu,--,Teacher Training,Dharmapuri,JESUS CHRIST TEACHER TRAINING INSTITUTE PIDAMANERI,14,14,28,1,7,8,3
20807,Tamil Nadu,Madurai,College Institution,Dindigul,"Sri Subramanya College of Engineering and Technology, Palani",1323,340,1663,65,31,96,17
20808,Tamil Nadu,--,Nursing,Erode,"SAVEETHA SCHOOL OF NURSING, ERODE",17,17,34,0,4,4,8
20809,Tamil Nadu,Chennai,College Institution,Kanniyakumari,"CHRISTIAN COLLEGE OF NURSING, NEYYOOR KANYAKUMARI , KANYAKUMARI",228,226,454,0,28,28,16
20810,Tamil Nadu,Chennai,College Institution,Kancheepuram,Lord Ayyappa Institute of Engineering and Technology,606,89,695,38,16,54,12
20811,Tamil Nadu,Coimbatore,College Institution,Erode,Maharaja Co-Education Arts and Science College,616,510,1126,19,65,84,13
20812,Tamil Nadu,--,Teacher Training,Nagapattinam,KARTHIKEYAN TEACHER TRAINING INSTITUTE ANTHANAPETTAI,50,45,95,7,2,9,10
20813,Tamil Nadu,Chennai,College Institution,Namakkal,Sri Vidya Mandir College of Education,99,69,168,5,3,8,21
20814,Tamil Nadu,--,Nursing,Pudukkottai,"SCHOOL OF NURSING, MOUNT TABOR MEDICAL MISSION HL, PUDUKOTTAI",70,70,140,0,8,8,17
20815,Tamil Nadu,Coimbatore,College Institution,Erode,Saratha College of Arts and Science,327,319,646,0,18,18,35
20816,Tamil Nadu,Madurai,College Institution,Virudhunagar,A.K.D. DHARMARAJA COLLEGE FOR WOMEN,951,951,1902,0,40,40,47
20817,Tamil Nadu,Chennai,College Institution,Madurai,"C.S.I. COLLEGE OF DENTAL SCIENCES AND RESEARCH MADURAI, MADURAI",249,209,458,57,24,81,5
20818,Tamil Nadu,--,Teacher Training,Coimbatore,SRI RAMAKRISHNA MISSION VIDYALAYA GANDHI T.T.I. PERIANAICKENPALAYAM,40,0,40,9,0,9,4
20819,Tamil Nadu,Ariyalur,"VINAYAKA MISSIONs RESEARCH FOUNDATION, SALEM",Ariyalur,University-Type,116368,36403,152771,193,92,285,536
20820,Tamil Nadu,--,Technical/Polytechnic,Tiruchirappalli,PAVENDAR BHARATHIDASAN POLYTECHNIC COLLEGE MATHUR,577,79,656,22,15,37,17
20821,Tamil Nadu,Salem,College Institution,Erode,SSM academy,0,0,0,0,0,0,0
20822,Tamil Nadu,--,Technical/Polytechnic,Namakkal,MUTHAYAMMAL POLYTECHNIC COLLEGE KAKKAVERI,2231,212,2443,83,39,122,20
20823,Tamil Nadu,Chennai,College Institution,Chennai,"UCA COLLEGE OF PARAMEDICAL SCIENCES, CHETPUT",52,27,79,11,7,18,4
20824,Tamil Nadu,Salem,College Institution,Salem,Sri Sakthikailash College for Women,5026,5026,10052,0,118,118,85
20825,Tamil Nadu,Madurai,College Institution,Madurai,"OOA-MAVMM SCHOOL OF MANAGEMENT, MADURAI",21,8,29,8,0,8,3
20826,Tamil Nadu,--,Teacher Training,Tiruvannamalai,ALL ANGELS TEACHER TRAINING INSTITUTE GANDHI NAGAR,144,106,250,4,2,6,41
20827,Tamil Nadu,Coimbatore,College Institution,Coimbatore,Sree Ramu College of Arts and Science,781,404,1185,25,38,63,18
20828,Tamil Nadu,Kancheepuram,College Institution,Tirunelveli,St. John's College of Physical Education,72,18,90,5,2,7,12
20829,Tamil Nadu,Tiruchirappalli,College Institution,Nagapattinam,"T.B.M.L. College, Porayar - 609 307.",2166,1189,3355,74,50,124,27
20830,Tamil Nadu,Chennai,College Institution,Chennai,ST LOUIS COLLEGE FOR THE DEAF,150,55,205,14,10,24,8
20831,Tamil Nadu,Coimbatore,College Institution,Coimbatore,CMS Institute of Management Studies,196,38,234,14,2,16,14
20832,Tamil Nadu,Salem,College Institution,Salem,Salem Kongunadu Arts and Science,222,210,432,7,20,27,16
20833,Tamil Nadu,Chennai,College Institution,Madurai,"BEST DENTAL SCIENCE COLLEGE MADURAI, MADURAI",250,190,440,67,31,98,4
20834,Tamil Nadu,--,Teacher Training,Cuddalore,SANDARAVADHANAM TEACHER TRAINING INSTITUTEKATTUMANNARKOIL,145,136,281,8,3,11,25
20835,Tamil Nadu,Salem,College Institution,Salem,Sri Ganesh College of Arts and Science,969,340,1309,30,60,90,14
20836,Tamil Nadu,Coimbatore,College Institution,Erode,Karuppannan Mariappan College,0,0,0,23,37,60,60
20837,Tamil Nadu,Coimbatore,College Institution,Coimbatore,SRMV College of Arts and Science,1103,33,1136,111,0,111,10
20838,Tamil Nadu,Coimbatore,College Institution,Namakkal,CMS College of Engineering,1135,404,1539,25,22,47,32
20839,Tamil Nadu,Tirunelveli,College Institution,Thoothukkudi,Holycross Engineering Colleges,514,162,676,30,20,50,13
20840,Tamil Nadu,Vellore,College Institution,Vellore,"Marappan Lakshiamma arts and Science College,(co-Ed)Kurumber-635652,Tirupattur taluk.",628,234,862,18,17,35,24
20841,Tamil Nadu,Chennai,College Institution,Dharmapuri,Annai College of Education,135,50,185,6,4,10,18
20842,Tamil Nadu,Salem,College Institution,Salem,Jairam Arts and Science College,2045,788,2833,31,41,72,39
20843,Tamil Nadu,Chennai,College Institution,Thiruvallur,"INDIRA COLLEGE OF NURSING THIRUVALLUR , THIRUVALLUR",165,151,316,4,39,43,7
20844,Tamil Nadu,Salem,College Institution,Salem,Sri Vidhya Mandir College of Arts and Science,89,67,156,4,7,11,14
20845,Tamil Nadu,Chennai,College Institution,Dindigul,Amman College of Education,100,88,188,4,8,12,15
20846,Tamil Nadu,--,Nursing,Virudhunagar,"SCHOOL OF NURSING, GOVERNMENT HEADQUARTERS HOSPITAL, VIRUDHUNAGAR",216,216,432,1,3,4,108
20847,Tamil Nadu,Chennai,College Institution,Vellore,"Government Law College, Vellore",202,63,265,2,0,2,132
20848,Tamil Nadu,--,Technical/Polytechnic,Tiruvannamalai,RAJALAKSHMI POLYTECHNIC COLLEGE -SOMASIPADI,1230,46,1276,63,12,75,17
20849,Tamil Nadu,Chennai,College Institution,Vellore,"St.Marys College of Education, Vellore",83,54,137,5,4,9,15
20850,Tamil Nadu,Chennai,College Institution,Pudukkottai,Mother Teresa College of Education for (w),71,63,134,5,6,11,12
20851,Tamil Nadu,Tirunelveli,College Institution,Thoothukkudi,"Govindammal Aditanar College, Tiruchendur - 628 215, Tuticorin Dist",1627,1627,3254,0,98,98,33
20852,Tamil Nadu,Madurai,College Institution,Madurai,"CR ENGINEERING COLLEGE, VALAYAPATTI, MADURAI",196,27,223,14,8,22,10
20853,Tamil Nadu,Chennai,College Institution,Virudhunagar,"K.M.B.Ed., College of Education",100,72,172,10,6,16,10
20854,Tamil Nadu,--,Nursing,Pudukkottai,"VESTLEY SCHOOL OF NURSING, PUDUKOTTAI",32,32,64,0,5,5,12
20855,Tamil Nadu,Chennai,College Institution,Tiruvannamalai,Annai Theresas College of Education for Women,100,100,200,2,7,9,22
20856,Tamil Nadu,--,Technical/Polytechnic,Virudhunagar,SIVAKASI INSTITUTE OF PRINTING TECHNOLOGY,765,4,769,63,0,63,12
20857,Tamil Nadu,Salem,College Institution,Salem,Shevaroys College of Hotel Managemnt and Catering Technology,0,0,0,12,0,12,12
